O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
15,209,58,22,6,2,714.7,0,93,0.003,24.1,5.9,72,1
15,209,70,20,6,4,714.6,0,93,0.01,23.94,6.2,108,1
8,210,50,17,6,6,715.3,0,93,0.025,23.77,5.5,105,1
8,183,67,41,6,7,715.7,0,93,0.074,23.89,5.4,73,1
37,206,62,25,6,10,716.3,0,79,0.417,27.23,6.8,88,1
67,164,68,3,6,12,715.9,0,72,0.666,28.96,9.1,100,1
70,138,71,22,6,13,715.6,0,68,0.38,29.85,6.8,85,1
50,123,93,17,6,14,715.4,0,69,0.132,29.32,6.3,78,1
31,145,76,13,6,15,715.2,0,74,0.095,28.27,8,90,1
25,123,63,47,6,16,715.3,0,78,0.17,27.88,11,115,1
5,151,110,96,6,18,715.2,0.01,83,0.003,25.54,5.4,91,1
4,70,53,42,7,1,715,0,87,0,21.47,3.5,9,1
13,79,41,19,4,20,719.3,0,83,0,23.74,6.6,78,1
15,57,48,24,4,23,720.1,0,91,0.005,22.94,11.6,104,1
15,106,47,8,5,19,717.3,0,77,0.002,26.29,13.2,105,1
17,80,44,12,6,21,716.9,0.03,84,0.033,24.46,13,107,1
60,101,41,8,7,12,714.7,0,66,0.791,29.91,12.1,115,1
67,96,51,19,7,15,713.6,0,58,0.592,31.9,17.2,109,1
13,208,55,4,1,0,715.6,0,88,0.025,25.32,8.4,95,1
13,78,59,16,1,1,715.3,0,91,0.068,24.8,9.8,103,1
16,89,43,1,1,2,715.1,0,91,0.066,24.83,8.1,106,1
36,136,42,29,1,10,717.1,0,71,0.67,29.81,6,60,1
24,104,77,46,1,16,717.6,0.05,78,0.694,26.7,8.7,139,1
13,80,61,13,1,19,718.1,0,81,0.009,25.86,2.1,137,1
9,102,48,22,1,20,718.6,0,81,0.001,26.71,6.9,123,1
11,100,42,18,1,22,719.4,0,82,0,26.18,5.3,102,1
4,162,60,13,1,23,719.1,0,85,0.003,25.29,3.5,343,1
4,120,47,15,2,0,718.9,0,89,0.008,24.66,4.2,22,1
34,135,43,18,2,13,719.7,0,73,0.44,27.77,12.6,98,1
31,77,44,6,2,15,718.7,0,72,0.148,28.15,12.6,117,1
23,102,71,1,2,18,718.2,0,75,0.02,27.83,13,103,1
18,151,72,14,2,19,718.1,0,78,0.003,27.37,12.1,105,1
15,160,58,31,2,20,718.5,0,80,0,27.02,11.8,107,1
9,119,44,13,3,7,718.6,0.01,95,0.057,22.78,9.2,115,1
26,83,44,2,3,16,715.8,0,74,0.4,28.22,13.6,117,1
23,100,42,8,3,17,715.8,0,76,0.147,27.62,13,123,1
20,74,50,30,3,18,715.5,0,79,0.054,26.9,13.4,122,1
55,125,43,4,4,12,717.3,0,69,0.749,28.45,7.2,84,1
63,94,47,0,4,13,716.9,0,66,0.757,29.34,8.2,91,1
67,85,47,0,4,14,716.7,0,65,0.689,29.84,10.8,98,1
55,103,47,2,4,15,716.1,0,63,0.577,30.38,12.4,112,1
32,84,45,30,4,16,715.9,0,66,0.205,29.46,13.2,129,1
11,84,61,6,4,21,718.1,0,79,0,25.92,6.3,127,1
6,84,55,43,4,22,718.2,0,79,0,25.86,3.8,108,1
35,59,44,20,5,12,719.3,0,74,0.242,27.26,8.4,103,1
12,101,45,2,5,19,717.8,0,70,0,28.16,4.9,113,1
10,133,47,13,5,20,718.2,0,73,0,27.91,5.1,105,1
10,157,60,45,5,21,717.8,0,81,0,26.54,11.1,100,1
5,92,49,27,4,23,721.7,0,88,0.051,23.44,4.6,42,1
10,99,46,28,6,23,719,0,78,0.019,25.91,11.7,99,1
23,51,41,24,7,10,720.5,0,74,0.572,27.48,5.5,7,1
41,98,52,1,7,17,718.3,0,65,0.232,29.87,7.8,92,1
30,73,51,18,7,18,718.2,0,68,0.078,29.33,8,79,1
13,165,54,38,7,21,719.5,0,73,0,27.96,8,88,1
21,81,44,33,2,11,720,0,75,0.355,26.31,6.1,55,1
30,76,47,9,2,16,717.8,0,59,0.282,30.12,12.5,130,1
11,108,44,8,2,20,718.4,0,73,0,25.68,6.7,90,1
9,89,52,19,2,21,718.7,0,78,0,24.8,5.3,64,1
16,82,41,7,3,0,719.4,0,79,0,24.31,9.4,101,1
6,75,53,15,6,8,718.6,0,93,0.075999998,22.22,4.1,48,1
29,91,48,5,6,11,718.3,0,72,0.634000003,26.92,5,16,1
46,126,53,14,6,12,718,0,69,0.633000016,27.49,8.3,112,1
15,97,46,4,2,2,718.9,0,82,0.003,23.9,4.3,48,1
12,84,50,17,2,4,718.7,0,87,0.001,23.52,4,53,1
60,153,46,28,2,14,718.3,0,64,0.792999983,31.28,13.6,109,1
16,99,42,3,2,21,717.4,0,59,0,28.78,12,118,1
15,93,43,5,4,3,718.2,0,84,0,23.84,5.6,87,1
6,111,55,23,4,5,718.7,0,85,0,23.31,5.3,76,1
36,143,55,17,4,11,719.6,0,71,0.462000012,27.64,6,103,1
30,104,41,12,4,16,716.9,0,45,0.263999999,32.21,15.4,121,1
14,107,43,0,5,3,719,0,81,0,22.32,7.7,92,1
11,105,43,5,5,4,719,0,85,0,21.8,7.1,91,1
33,104,42,9,5,11,720.2,0,62,0.856999993,27.68,10.9,118,1
23,106,43,6,1,17,719,0,38,0.328999996,33.72,15.4,121,1
10,98,41,10,1,22,719.8,0,59,0,28.1,11.1,100,1
11,129,51,25,1,23,720.2,0,73,0,26.44,11.7,101,1
60,135,57,6,2,12,718.7,0,58,0.870999992,31.27,7.7,103,1
50,124,51,19,2,13,718.1,0,58,0.870000005,31.99,10.5,93,1
55,118,53,21,2,15,716.9,0,50,0.68900001,33.24,13.7,104,1
10,158,46,10,2,22,716.7,0,58,0,28.61,11.8,97,1
10,103,45,1,3,1,716.7,0,76,0,25.19,4.4,58,1
9,111,46,6,3,2,716.4,0,82,0,24.34,4.6,41,1
50,96,42,13,3,16,715.3,0,42,0.545000017,33.85,13.4,111,1
31,92,46,22,3,18,715.1,0,47,0.088,33.58,11.9,118,1
18,112,51,13,3,20,715.5,0,51,0,31.97,7.3,107,1
45,84,45,1,4,12,717.8,0,65,0.875,29.13,9.7,97,1
47,103,46,23,4,13,717.6,0,61,0.887000024,30.01,11.9,106,1
54,80,49,5,5,13,718.2,0,61,0.856999993,30.23,11.2,102,1
41,118,44,24,5,14,717.7,0,56,0.822000027,31.31,13.6,105,1
19,113,50,9,5,21,717.1,0,68,0,29.09,16.6,108,1
17,105,41,11,5,22,717.8,0,75,0,27.67,15.5,107,1
64,91,57,11,6,12,718.4,0.01,64,0.845000029,30.02,6.7,109,1
71,73,46,23,6,13,717.9,0,58,0.871999979,31.46,9.5,108,1
53,54,43,19,1,14,718.4,0,56,0.809000015,32.37,9.8,113,1
10,52,48,19,1,21,718,0,63,0,29.83,13.8,101,1
35,79,43,25,2,15,716.9,0,45,0.703999996,34,12.7,118,1
15,86,41,6,2,21,716.8,0,64,0,30.22,14.9,104,1
17,54,42,5,3,21,715.7,0,64,0,29.6,15,100,1
15,63,53,37,3,23,716.9,0,74,0,27.23,9.4,79,1
11,64,41,9,3,0,717.1,0,78,0,27.05,7.6,72,1
57,157,48,10,3,12,718,0,60,0.878000021,31.32,6.9,95,1
16,91,43,7,3,23,718.2,0,65,0,28.63,12.8,101,1
45,85,43,6,4,11,720,0,63,0.808000028,30.06,6.5,56,1
55,101,49,7,4,12,719.9,0,59,0.833999991,31.11,7.8,107,1
70,105,42,6,4,13,719.5,0,52,0.855000019,32.75,9.7,103,1
56,104,48,24,4,14,719.1,0,46,0.797999978,33.82,12.9,112,1
11,79,42,15,3,1,717,0,76,0,26.84,8.2,85,1
51,113,43,33,3,14,716.9,0,45,0.79,34.33,11.3,108,1
14,145,88,46,3,21,717.4,0,65,0,30.59,15.9,89,1
13,164,42,12,3,22,718,0,70,0,29.27,16.4,98,1
51,77,53,27,4,14,717.4,0,46,0.785,34.59,10.3,111,1
33,72,58,25,4,17,716.2,0,42,0.279,35.91,10.6,134,1
12,138,63,5,4,22,717.8,0,67,0,29.23,12.4,86,1
12,119,68,25,4,23,718,0,70,0,28.53,11.1,92,1
16,107,43,12,5,0,718,0,74,0,27.5,13.8,101,1
56,108,59,9,5,12,717.6,0,56,0.853,32.48,6,110,1
51,102,50,13,5,13,717,0,49,0.853,34.14,7.1,75,1
84,69,51,8,5,15,715.6,0,41,0.647,36.59,8.4,85,1
77,109,59,11,5,16,715.2,0,39,0.485,36.86,9.8,98,1
45,109,48,16,5,17,714.7,0,37,0.302,36.93,11.8,114,1
45,96,48,5,6,11,717.2,0,64,0.825,30.49,6,78,1
51,104,43,1,6,12,716.8,0,57,0.876,31.94,7.2,67,1
61,90,42,3,6,13,716.2,0,51,0.87,33.76,9.9,77,1
60,93,45,17,6,14,715.6,0,45,0.806,34.75,11.8,69,1
11,93,54,9,7,4,716.5,0,84,0.004,25.28,5.7,50,1
10,52,45,16,7,5,717,0,86,0.005,25.02,5.6,47,1
33,108,41,17,7,11,717.6,0,63,0.809,30.6,8.5,86,1
51,80,48,12,7,16,714.9,0,38,0.5,36.75,10.9,110,1
16,99,57,39,7,21,716.2,0,64,0,30.85,16.4,82,1
20,109,46,11,1,21,717.5,0,65,0,30.48,18.6,79,1
16,82,57,16,1,22,717.7,0,73,0,29.04,15.8,101,1
14,68,41,5,1,23,717.7,0,78,0,27.8,14.1,78,1
13,68,45,27,7,4,719,0,82,0,24.85,4.7,91,1
22,72,65,41,7,21,719.6,0.02,65,0.001,27.87,13.4,81,1
27,59,42,3,2,19,715.8,0,43,0.002,32.46,9,112,1
62,62,42,10,3,15,713.8,0,39,0.3,34.57,11.3,128,1
60,88,63,8,4,16,712.7,0.1,58,0.019,30.7,11.3,6,1
42,98,55,38,4,17,713.7,0.24,77,0.012,25.34,7,170,1
92,150,49,30,6,16,716.2,0,54,0.453,32.22,10.6,50,1
85,102,79,15,6,17,716.2,0,58,0.244,31.52,10.5,76,1
72,112,64,14,6,18,716.1,0,57,0.078,31.22,8.3,133,1
62,104,50,14,6,19,716.4,0,58,0.002,30.41,8.3,110,1
35,76,42,23,6,21,717.3,0,65,0,28.61,12.2,80,1
13,61,59,9,7,3,717.4,0,88,0,23.55,4.8,51,1
6,98,50,12,7,4,717.3,0,90,0,23.44,3.4,16,1
39,68,41,7,7,17,715.5,0,51,0.101,32.88,11.3,125,1
18,80,62,29,7,21,717.4,0,65,0,29.5,12.3,76,1
16,74,65,4,1,0,717.8,0,75,0,26.56,10.6,90,1
15,70,61,19,1,1,717.8,0,79,0,25.72,10.4,89,1
14,106,80,11,1,2,717.7,0,82,0,24.95,6.5,71,1
12,121,69,53,1,5,718.1,0,88,0,23.39,3.4,44,1
29,82,47,16,1,18,717.1,0,37,0.087,34.32,14.1,102,1
9,63,45,16,2,4,720,0,86,0,23.81,3.5,57,1
20,77,52,54,2,18,719.1,0,56,0.112,31.23,15.2,54,1
17,156,106,95,2,19,720.1,0.36,77,0.013,25.97,15.3,106,1
12,97,41,15,3,2,720.4,0,85,0,24.74,4.7,74,1
48,69,53,27,3,12,720.9,0,60,0.833,31.29,9.9,63,1
13,57,42,19,3,21,720.9,0,70,0,27.02,10.5,69,1
13,81,54,32,4,0,721.1,0,79,0,25.18,7.7,74,1
7,54,51,3,4,4,720.9,0,85,0,23.56,2.8,8,1
5,69,54,15,4,5,721.1,0,87,0,23.34,3,330,1
20,46,46,10,5,2,721.1,0,81,0,24.6,5.9,56,1
53,46,46,32,5,16,719,0,35,0.441,33.81,10.7,60,1
33,93,49,38,6,19,717.9,0,31,0.001,30.75,9.7,62,1
31,46,44,15,7,2,719.9,0,77,0,22.89,6,44,1
24,57,45,28,7,5,720,0,85,0,21.42,2.1,24,1
48,112,46,9,7,11,720.4,0,63,0.833,28.81,6.1,25,1
30,65,46,42,7,20,718.5,0,33,0,30.41,7.5,53,1
28,136,88,12,7,21,719.4,0,55,0,28.71,14.8,74,1
25,77,76,47,7,22,719.8,0,64,0.002,27.7,13.4,77,1
49,58,47,20,1,13,718.8,0,49,0.846,32.05,10.7,71,1
22,233,57,12,1,20,718.7,0,73,0,26.65,17,76,1
20,55,45,22,1,21,719.2,0,77,0.003,25.63,11.9,70,1
38,59,50,31,2,12,719,0,56,0.854,30.91,8.2,47,1
33,150,63,15,2,17,717.1,0,51,0.25,30.68,14.6,57,1
22,151,48,37,2,20,720.3,0,79,0.002,24.32,16,65,1
11,46,45,3,3,4,718.2,0,92,0.007,21.07,6.3,279,1
7,64,48,18,3,5,718.2,0,91,0.009,21.13,4.2,303,1
38,53,46,3,7,3,716.2,0,83,0,21.8,9,85,1
35,43,43,19,7,4,716.2,0,86,0,21.29,7.1,101,1
64,72,42,2,7,11,716.1,0,66,0,26.67,8.7,108,1
52,102,44,9,7,12,715.5,0,59,0,27.98,11.7,88,1
45,76,52,23,7,14,714,0,57,0,29.17,11.9,97,1
38,67,41,36,7,22,715.8,0,67,0,25.68,13.8,105,1
16,60,44,2,4,5,719.3,0,88,0,20.97,5.5,83,1
7,68,46,8,4,6,720.1,0,90,0,20.89,5.6,355,1
42,42,41,7,4,14,719,0,60,0,28.65,12,95,1
24,52,48,0,4,16,718.7,0,72,0,26.32,10.4,117,1
17,72,48,37,4,17,718.7,0.01,78,0,25.5,6.4,128,1
10,65,54,30,2,2,716.8,0,84,0.001,21.79,2.7,6,1
36,133,48,20,2,10,717.2,0,46,0.609,32.78,3.3,53,1
49,91,44,18,2,13,715.1,0,26,0.731,37.84,7,325,1
50,109,43,1,3,17,718.1,0,47,0.059,32.45,13.4,79,1
32,110,42,32,3,18,719.3,0,64,0.003,27.62,18.5,101,1
10,66,45,23,5,1,720.8,0,82,0,22.33,4.2,54,1
17,56,41,6,7,3,723.1,0,94,0,20.27,3.6,43,1
16,55,45,1,7,23,724.9,0.01,86,0,20.1,4.8,36,1
22,50,44,30,1,0,724.7,0,88,0,20.17,5.8,83,1
36,58,49,32,4,12,719.4,0,64,0.71,26.28,17.5,98,1
18,53,48,29,4,20,718.4,0,79,0,25.57,14.9,81,1
8,62,60,12,5,21,717,0,80,0,26.2,12.3,93,1
10,76,48,13,5,23,716.9,0,87,0,25.25,13.9,102,1
6,97,42,15,6,6,715.7,0,94,0,23.17,9.3,84,1
27,197,59,14,3,10,719.1,0,48,0.588,24.64,3.5,91,1
48,153,45,4,3,11,718.6,0,41,0.692,25.72,5.1,91,1
63,110,41,11,3,12,717.7,0,38,0.727,27.29,4.7,100,1
4,174,64,19,3,22,717.2,0,65,0.002,22.09,2.1,72,1
3,104,45,10,3,23,717.4,0,68,0.001,21.09,1.8,23,1
35,191,47,23,4,10,718.1,0,44,0.599,29.51,3.4,268,1
27,187,56,12,5,10,717.1,0,46,0.56,27.25,4.2,30,1
59,166,44,14,5,11,716.7,0,42,0.655,27.73,6.4,85,1
14,82,58,38,6,2,713.8,0.04,93,0,22.03,3.8,118,1
12,87,54,31,3,21,718.3,0,73,0,24.04,9.6,101,1
34,94,50,13,4,12,719,0,78,0.328,24.19,5,100,1
28,97,47,30,5,12,718.5,0,79,0.273,25.81,5.2,31,1
22,56,52,4,5,17,717.4,0,67,0.026,28.39,7,114,1
12,93,48,26,5,18,717.8,0,69,0.001,27.52,5.5,123,1
7,82,55,27,5,22,719.2,0,79,0,25.04,8.2,93,1
10,69,45,36,6,0,719.1,0,86,0,23.16,7.2,84,1
9,93,81,50,6,1,719.2,0,89,0,22.81,5.5,99,1
33,74,49,11,6,13,719.2,0,71,0.465,27.01,10.5,97,1
29,67,43,9,6,15,718.2,0,67,0.186,27.29,9.1,118,1
17,58,44,7,6,17,718.2,0,69,0.023,26.5,8.1,108,1
17,45,43,37,6,22,719.7,0.01,86,0.009,22.35,10.6,97,1
15,81,50,37,2,17,721.2,0,83,0.009,18.21,7.8,100,1
